# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageFastCacheHits,1775851908344000000,1775851968626000000,4415
StorageLockContext.competingThreads.90P,1775851908344000000,1775851968626000000,0
DirectByteBufferAllocator.disposed,1775851908344000000,1775851968626000000,0
FilePageCache.maxRegisteredFiles,1775851908344000000,1775851968626000000,614
MappedFileStorage.totalTimeSpentOnMappingUs,1775851908344000000,1775851968626000000,24138
StreamlinedBlobStorage.recordsRelocated,1775851908344000000,1775851968626000000,0
FilePageCache.capacityInBytes,1775851908344000000,1775851968626000000,629145600
DirectByteBufferAllocator.reclaimed,1775851908344000000,1775851968626000000,3
FilePageCache.pageLoads,1775851908344000000,1775851968626000000,224
FileChannelInterruptsRetryer.totalRetriedAttempts,1775851908344000000,1775851968626000000,0
FilePageCache.totalPageLoadsUs,1775851908344000000,1775851968626000000,1115891
StreamlinedBlobStorage.recordsAllocated,1775851908344000000,1775851968626000000,31326
DirectByteBufferAllocator.hits,1775851908344000000,1775851968626000000,3
MappedFileStorage.storages,1775851908344000000,1775851968626000000,6
FilePageCache.totalPageDisposalsUs,1775851908344000000,1775851968626000000,2493
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1775851908344000000,1775851968626000000,434200
StorageLockContext.competingThreads.max,1775851908344000000,1775851968626000000,0
FilePageCache.uncachedFileAccess,1775851908344000000,1775851968626000000,124
StreamlinedBlobStorage.recordsDeleted,1775851908344000000,1775851968626000000,3
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1775851908344000000,1775851968626000000,0
StorageLockContext.competingThreads.avg,1775851908344000000,1775851968626000000,0.0
FilePageCache.pageHits,1775851908344000000,1775851968626000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1775851908344000000,1775851968626000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1775851908344000000,1775851968626000000,229654528
MappedFileStorage.totalBytesMapped,1775851908344000000,1775851968626000000,164626432
FilePageCache.maxCacheSizeInBytes,1775851908344000000,1775851968626000000,229654528
DirectByteBufferAllocator.misses,1775851908344000000,1775851968626000000,221
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1775851908344000000,1775851968626000000,2234548
MappedFileStorage.totalPagesMapped,1775851908344000000,1775851968626000000,6
FilePageCache.disposedBuffers,1775851908344000000,1775851968626000000,3
writeAction.wait.ms,1775851908344000000,1775851968626000000,2
DiskQueryRelay.tasksRequested,1775851908344000000,1775851968626000000,91
DiskQueryRelay.taskWaitingTotalTimeUs,1775851908344000000,1775851968626000000,130882
writeAction.max.wait.ms,1775851908344000000,1775851968626000000,2
writeAction.count,1775851908344000000,1775851968626000000,2
DiskQueryRelay.tasksExecuted,1775851908344000000,1775851968626000000,91
writeAction.median.wait.ms,1775851908344000000,1775851968626000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1775851908344000000,1775851968626000000,35749
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1775851908344000000,1775851968626000000,0
workspaceModel.global.apply.state.to.project.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1775851908344000000,1775851968626000000,0
workspaceModel.load.cache.from.file.ms,1775851908344000000,1775851968626000000,188
workspaceModel.mutableEntityStorage.put.entity.ms,1775851908344000000,1775851968626000000,6
workspaceModel.mutableEntityStorage.entities.by.source.ms,1775851908344000000,1775851968626000000,0
jps.save.global.entities.ms,1775851908344000000,1775851968626000000,247
workspaceModel.moduleManagerBridge.load.all.modules.ms,1775851908344000000,1775851968626000000,30
workspaceModel.moduleManagerBridge.build.module.graph.ms,1775851908344000000,1775851968626000000,0
jps.global.handle.before.change.events.ms,1775851908344000000,1775851968626000000,0
jps.global.get.library.ms,1775851908344000000,1775851968626000000,0
jps.apply.loaded.storage.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1775851908344000000,1775851968626000000,1
workspaceModel.moduleBridge.before.changed.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1775851908344000000,1775851968626000000,0
jps.app.storage.content.writer.save.component.ms,1775851908344000000,1775851968626000000,20
jps.global.get.library.by.name.ms,1775851908344000000,1775851968626000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1775851908344000000,1775851968626000000,0
workspaceModel.global.updates.count,1775851908344000000,1775851968626000000,0
workspaceModel.moduleBridge.update.option.ms,1775851908344000000,1775851968626000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1775851908344000000,1775851968626000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1775851908344000000,1775851968626000000,0
jps.global.handle.changed.events.ms,1775851908344000000,1775851968626000000,0
workspaceModel.sync.entities.ms,1775851908344000000,1775851968626000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1775851908344000000,1775851968626000000,0
workspaceModel.save.cache.to.file.ms,1775851908344000000,1775851968626000000,0
jps.load.initial.state.ms,1775851908344000000,1775851968626000000,25
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1775851908344000000,1775851968626000000,1
workspaceModel.global.updates.ms,1775851908344000000,1775851968626000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1775851908344000000,1775851968626000000,0
workspaceModel.do.save.caches.ms,1775851908344000000,1775851968626000000,0
jps.load.project.to.empty.storage.ms,1775851908344000000,1775851968626000000,0
jps.library.entities.serializer.save.entities.ms,1775851908344000000,1775851968626000000,0
jps.reload.project.entities.ms,1775851908344000000,1775851968626000000,0
jps.global.initialize.library.bridges.ms,1775851908344000000,1775851968626000000,1
workspaceModel.mutableEntityStorage.instances.count,1775851908344000000,1775851968626000000,6
workspaceModel.moduleManagerBridge.create.module.instance.ms,1775851908344000000,1775851968626000000,0
jps.facet.change.listener.process.change.events.ms,1775851908344000000,1775851968626000000,3
jps.facet.change.listener.init.bridge.ms,1775851908344000000,1775851968626000000,2
jps.facet.change.listener.before.change.events.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1775851908344000000,1775851968626000000,7
jps.global.initialize.library.bridges.after.loading.ms,1775851908344000000,1775851968626000000,1
workspaceModel.orphan.listener.update.ms,1775851908344000000,1775851968626000000,3
workspaceModel.mutableEntityStorage.to.snapshot.ms,1775851908344000000,1775851968626000000,1
workspaceModel.moduleBridgeLoader.loading.modules.ms,1775851908344000000,1775851968626000000,0
jps.save.changed.project.entities.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1775851908344000000,1775851968626000000,0
jps.global.get.libraries.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.entities.ms,1775851908344000000,1775851968626000000,0
jps.library.entities.serializer.load.entities.ms,1775851908344000000,1775851968626000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1775851908344000000,1775851968626000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1775851908344000000,1775851968626000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1775851908344000000,1775851968626000000,0
workspaceModel.load.cache.metadata.from.file.ms,1775851908344000000,1775851968626000000,20
workspaceModel.mutableEntityStorage.add.entity.ms,1775851908344000000,1775851968626000000,10
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1775851908344000000,1775851968626000000,0
AWTEventQueue.dispatchTimeAvgNs,1775851908344000000,1775851968626000000,0.0
FlushQueue.executionTimeMaxNs,1775851908344000000,1775851968626000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1775851908344000000,1775851968626000000,136241
FlushQueue.tasksExecuted,1775851908344000000,1775851968626000000,0
FlushQueue.waitingTimeAvgNs,1775851908344000000,1775851968626000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1775851908344000000,1775851968626000000,4265283661
FlushQueue.waitingTime90PNs,1775851908344000000,1775851968626000000,0
FlushQueue.waitingTimeMaxNs,1775851908344000000,1775851968626000000,0
AWTEventQueue.dispatchTime90PNs,1775851908344000000,1775851968626000000,0
FlushQueue.executionTimeAvgNs,1775851908344000000,1775851968626000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1775851908344000000,1775851968626000000,0
NonBlockingReadAction.failedExecutionsCount,1775851908344000000,1775851968626000000,0
AWTEventQueue.eventsDispatched,1775851908344000000,1775851968626000000,0
WriteAction.executionsCount,1775851908344000000,1775851968626000000,1
ReadAction.executionsCount,1775851908344000000,1775851968626000000,746
FlushQueue.queueSize90P,1775851908344000000,1775851968626000000,0
FlushQueue.queueSizeAvg,1775851908344000000,1775851968626000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1775851908344000000,1775851968626000000,1
FlushQueue.queueSizeMax,1775851908344000000,1775851968626000000,0
FlushQueue.executionTime90PNs,1775851908344000000,1775851968626000000,0
NonBlockingReadAction.failedExecutionTimeUs,1775851908344000000,1775851968626000000,0
VFS.fileByIdCache.misses,1775851908344000000,1775851968626000000,0
VFS.contentStorage.recordsStoredSize,1775851908344000000,1775851968626000000,0
VFS.contentStorage.recordsReadSize,1775851908344000000,1775851968626000000,0
