# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
writeAction.median.wait.ms,1775853322421000000,1775853382454000000,0
parser.DotEnv.time.ns,1775853322421000000,1775853382454000000,4434084
DiskQueryRelay.tasksRequested,1775853322421000000,1775853382454000000,133
writeAction.count,1775853322421000000,1775853382454000000,16
DiskQueryRelay.taskExecutionTotalTimeUs,1775853322421000000,1775853382454000000,47128
writeAction.wait.ms,1775853322421000000,1775853382454000000,51
DiskQueryRelay.tasksExecuted,1775853322421000000,1775853382454000000,133
parser.DotEnv.size.bytes,1775853322421000000,1775853382454000000,457
DiskQueryRelay.taskWaitingTotalTimeUs,1775853322421000000,1775853382454000000,97224
writeAction.max.wait.ms,1775853322421000000,1775853382454000000,19
lexer.DotEnv.time.ns,1775853322421000000,1775853382454000000,4574319
lexer.DotEnv.size.bytes,1775853322421000000,1775853382454000000,457
FileChannelInterruptsRetryer.totalRetriedAttempts,1775853322421000000,1775853382454000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1775853322421000000,1775853382454000000,2235108
DirectByteBufferAllocator.disposed,1775853322421000000,1775853382454000000,382
StreamlinedBlobStorage.recordsAllocated,1775853322421000000,1775853382454000000,31334
StorageLockContext.competingThreads.avg,1775853322421000000,1775853382454000000,0.0
FilePageCache.maxRegisteredFiles,1775853322421000000,1775853382454000000,1030
StreamlinedBlobStorage.recordsRelocated,1775853322421000000,1775853382454000000,0
FilePageCache.disposedBuffers,1775853322421000000,1775853382454000000,385
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1775853322421000000,1775853382454000000,434310
MappedFileStorage.totalBytesMapped,1775853322421000000,1775853382454000000,181665792
MappedFileStorage.totalTimeSpentOnMappingUs,1775853322421000000,1775853382454000000,18175
MappedFileStorage.storages,1775853322421000000,1775853382454000000,11
StorageLockContext.competingThreads.max,1775853322421000000,1775853382454000000,0
FilePageCache.pageHits,1775853322421000000,1775853382454000000,0
DirectByteBufferAllocator.hits,1775853322421000000,1775853382454000000,3
FilePageCache.pageLoads,1775853322421000000,1775853382454000000,388
FilePageCache.maxCacheSizeInBytes,1775853322421000000,1775853382454000000,398475264
FilePageCache.uncachedFileAccess,1775853322421000000,1775853382454000000,286
FilePageCache.pageFastCacheHits,1775853322421000000,1775853382454000000,7560
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1775853322421000000,1775853382454000000,1064960
MappedFileStorage.totalPagesMapped,1775853322421000000,1775853382454000000,11
StreamlinedBlobStorage.recordsDeleted,1775853322421000000,1775853382454000000,3
DirectByteBufferAllocator.misses,1775853322421000000,1775853382454000000,385
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1775853322421000000,1775853382454000000,41959424
DirectByteBufferAllocator.reclaimed,1775853322421000000,1775853382454000000,45
FilePageCache.totalPageDisposalsUs,1775853322421000000,1775853382454000000,2530
FilePageCache.totalPageLoadsUs,1775853322421000000,1775853382454000000,649989
FilePageCache.capacityInBytes,1775853322421000000,1775853382454000000,629145600
FilePageCache.pageLoadsAboveSizeThreshold,1775853322421000000,1775853382454000000,0
StorageLockContext.competingThreads.90P,1775853322421000000,1775853382454000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1775853322421000000,1775853382454000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1775853322421000000,1775853382454000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1775853322421000000,1775853382454000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1775853322421000000,1775853382454000000,0
compiler.ArtifactManagerBridge.commit.ms,1775853322421000000,1775853382454000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1775853322421000000,1775853382454000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1775853322421000000,1775853382454000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1775853322421000000,1775853382454000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1775853322421000000,1775853382454000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1775853322421000000,1775853382454000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1775853322421000000,1775853382454000000,0
workspaceModel.cachedValue.calculated.count,1775853322421000000,1775853382454000000,10
workspaceModel.workspaceFileIndexData.processFileSets.ms,1775853322421000000,1775853382454000000,0
workspaceModel.loading.from.cache.ms,1775853322421000000,1775853382454000000,201
workspaceModel.initializing.ms,1775853322421000000,1775853382454000000,8
workspaceModel.cachedValueWithParameters.clear.count,1775853322421000000,1775853382454000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1775853322421000000,1775853382454000000,54
workspaceModel.update.unloaded.entities.ms,1775853322421000000,1775853382454000000,0
workspaceModel.pre.handlers.ms,1775853322421000000,1775853382454000000,1
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1775853322421000000,1775853382454000000,0
workspaceModel.replace.project.model.ms,1775853322421000000,1775853382454000000,0
workspaceModel.updates.ms,1775853322421000000,1775853382454000000,254
workspaceModel.init.bridges.ms,1775853322421000000,1775853382454000000,8
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1775853322421000000,1775853382454000000,91
workspaceModel.workspaceFileIndexData.getPackageName.ms,1775853322421000000,1775853382454000000,18
workspaceModel.full.replace.project.model.ms,1775853322421000000,1775853382454000000,5
workspaceModel.on.changed.ms,1775853322421000000,1775853382454000000,155
workspaceModel.cachedValue.from.cache.count,1775853322421000000,1775853382454000000,49
workspaceModel.cachedValueWithParameters.calculated.count,1775853322421000000,1775853382454000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1775853322421000000,1775853382454000000,51
workspaceModel.entityStorageSnapshotImpl.instances.count,1775853322421000000,1775853382454000000,20
workspaceModel.workspaceFileIndexData.init.ms,1775853322421000000,1775853382454000000,51
workspaceModel.cachedValueWithParameters.from.cache.count,1775853322421000000,1775853382454000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1775853322421000000,1775853382454000000,0
workspaceModel.collect.changes.ms,1775853322421000000,1775853382454000000,0
workspaceModel.updates.count,1775853322421000000,1775853382454000000,3
workspaceModel.cachedValue.clear.count,1775853322421000000,1775853382454000000,0
workspaceModel.loading.total.ms,1775853322421000000,1775853382454000000,212
workspaceModel.cachedValue.total.get.count,1775853322421000000,1775853382454000000,59
workspaceModel.to.snapshot.ms,1775853322421000000,1775853382454000000,1
workspaceModel.workspaceFileIndexData.markDirty.ms,1775853322421000000,1775853382454000000,0
workspaceModel.on.before.changed.ms,1775853322421000000,1775853382454000000,45
workspaceModel.workspaceFileIndexData.instances.count,1775853322421000000,1775853382454000000,1
workspaceModel.check.recursive.update.ms,1775853322421000000,1775853382454000000,0
workspaceModel.updates.precise.ms,1775853322421000000,1775853382454000000,41
FlushQueue.waitingTimeAvgNs,1775853322421000000,1775853382454000000,0.0
FlushQueue.queueSize90P,1775853322421000000,1775853382454000000,0
FlushQueue.queueSizeAvg,1775853322421000000,1775853382454000000,0.0
FlushQueue.executionTimeMaxNs,1775853322421000000,1775853382454000000,0
AWTEventQueue.dispatchTimeMaxNs,1775853322421000000,1775853382454000000,667647
NonBlockingReadAction.failedExecutionsCount,1775853322421000000,1775853382454000000,3
WriteAction.executionsCount,1775853322421000000,1775853382454000000,16
AWTEventQueue.dispatchTime90PNs,1775853322421000000,1775853382454000000,667647
AWTEventQueue.dispatchTimeTotalNS,1775853322421000000,1775853382454000000,11434977847
FlushQueue.tasksExecuted,1775853322421000000,1775853382454000000,0
