# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.failedExecutionsCount,1775852007814000000,1775852067861000000,3
FlushQueue.queueSize90P,1775852007814000000,1775852067861000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1775852007814000000,1775852067861000000,75689
FlushQueue.executionTime90PNs,1775852007814000000,1775852067861000000,0
FlushQueue.waitingTimeMaxNs,1775852007814000000,1775852067861000000,0
NonBlockingReadAction.failedExecutionTimeUs,1775852007814000000,1775852067861000000,1576
AWTEventQueue.dispatchTimeAvgNs,1775852007814000000,1775852067861000000,0.0
AWTEventQueue.eventsDispatched,1775852007814000000,1775852067861000000,0
WriteAction.executionsCount,1775852007814000000,1775852067861000000,12
AWTEventQueue.dispatchTime90PNs,1775852007814000000,1775852067861000000,0
FlushQueue.queueSizeAvg,1775852007814000000,1775852067861000000,0.0
ReadAction.executionsCount,1775852007814000000,1775852067861000000,11015
FlushQueue.waitingTime90PNs,1775852007814000000,1775852067861000000,0
NonBlockingReadAction.finalizedExecutionsCount,1775852007814000000,1775852067861000000,74
FlushQueue.waitingTimeAvgNs,1775852007814000000,1775852067861000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1775852007814000000,1775852067861000000,8594582431
FlushQueue.executionTimeAvgNs,1775852007814000000,1775852067861000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1775852007814000000,1775852067861000000,0
FlushQueue.executionTimeMaxNs,1775852007814000000,1775852067861000000,0
FlushQueue.tasksExecuted,1775852007814000000,1775852067861000000,0
FlushQueue.queueSizeMax,1775852007814000000,1775852067861000000,0
cacheStateStorage.set.duration,1775852007814000000,1775852067861000000,32
cacheStateStorage.get.duration,1775852007814000000,1775852067861000000,150
cacheStateStorage.get.counter,1775852007814000000,1775852067861000000,47
cacheStateStorage.set.counter,1775852007814000000,1775852067861000000,5
workspaceModel.updates.ms,1775852007814000000,1775852067861000000,229
workspaceModel.cachedValueWithParameters.clear.count,1775852007814000000,1775852067861000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1775852007814000000,1775852067861000000,81
workspaceModel.cachedValue.clear.count,1775852007814000000,1775852067861000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1775852007814000000,1775852067861000000,0
workspaceModel.workspaceFileIndexData.instances.count,1775852007814000000,1775852067861000000,1
workspaceModel.updates.precise.ms,1775852007814000000,1775852067861000000,34
workspaceModel.on.changed.ms,1775852007814000000,1775852067861000000,145
workspaceModel.init.bridges.ms,1775852007814000000,1775852067861000000,10
workspaceModel.to.snapshot.ms,1775852007814000000,1775852067861000000,1
workspaceModel.on.before.changed.ms,1775852007814000000,1775852067861000000,76
workspaceModel.update.unloaded.entities.ms,1775852007814000000,1775852067861000000,0
workspaceModel.collect.changes.ms,1775852007814000000,1775852067861000000,0
workspaceModel.loading.total.ms,1775852007814000000,1775852067861000000,281
workspaceModel.entityStorageSnapshotImpl.instances.count,1775852007814000000,1775852067861000000,19
workspaceModel.full.replace.project.model.ms,1775852007814000000,1775852067861000000,47
workspaceModel.cachedValueWithParameters.total.get.count,1775852007814000000,1775852067861000000,0
workspaceModel.cachedValue.calculated.count,1775852007814000000,1775852067861000000,10
