# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.global.updates.ms,1775846858291000000,1775846918337000000,0
jps.save.global.entities.ms,1775846858291000000,1775846918337000000,54
jps.library.entities.serializer.save.entities.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1775846858291000000,1775846918337000000,0
workspaceModel.do.save.caches.ms,1775846858291000000,1775846918337000000,0
jps.library.entities.serializer.load.entities.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.entities.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1775846858291000000,1775846918337000000,1
jps.global.get.library.ms,1775846858291000000,1775846918337000000,0
jps.load.initial.state.ms,1775846858291000000,1775846918337000000,32
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1775846858291000000,1775846918337000000,0
jps.global.get.library.by.name.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1775846858291000000,1775846918337000000,0
workspaceModel.load.cache.metadata.from.file.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1775846858291000000,1775846918337000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1775846858291000000,1775846918337000000,0
jps.app.storage.content.writer.save.component.ms,1775846858291000000,1775846918337000000,2
jps.global.handle.before.change.events.ms,1775846858291000000,1775846918337000000,0
jps.global.handle.changed.events.ms,1775846858291000000,1775846918337000000,0
jps.global.initialize.library.bridges.after.loading.ms,1775846858291000000,1775846918337000000,1
jps.global.get.libraries.ms,1775846858291000000,1775846918337000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1775846858291000000,1775846918337000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1775846858291000000,1775846918337000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1775846858291000000,1775846918337000000,0
workspaceModel.global.apply.state.to.project.ms,1775846858291000000,1775846918337000000,0
workspaceModel.load.cache.from.file.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1775846858291000000,1775846918337000000,0
workspaceModel.save.cache.to.file.ms,1775846858291000000,1775846918337000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1775846858291000000,1775846918337000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1775846858291000000,1775846918337000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1775846858291000000,1775846918337000000,2
jps.global.initialize.library.bridges.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1775846858291000000,1775846918337000000,0
workspaceModel.global.updates.count,1775846858291000000,1775846918337000000,0
jps.app.storage.content.reader.load.component.ms,1775846858291000000,1775846918337000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1775846858291000000,1775846918337000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.instances.count,1775846858291000000,1775846918337000000,2
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1775846858291000000,1775846918337000000,0
workspaceModel.sync.entities.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1775846858291000000,1775846918337000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1775846858291000000,1775846918337000000,0
ReadAction.executionsCount,1775846858291000000,1775846918337000000,194
FlushQueue.queueSize90P,1775846858291000000,1775846918337000000,0
WriteAction.executionsCount,1775846858291000000,1775846918337000000,1
FlushQueue.waitingTimeAvgNs,1775846858291000000,1775846918337000000,0.0
AWTEventQueue.eventsDispatched,1775846858291000000,1775846918337000000,0
AWTEventQueue.dispatchTime90PNs,1775846858291000000,1775846918337000000,0
FlushQueue.waitingTimeMaxNs,1775846858291000000,1775846918337000000,0
FlushQueue.executionTime90PNs,1775846858291000000,1775846918337000000,0
AWTEventQueue.dispatchTimeTotalNS,1775846858291000000,1775846918337000000,6495135380
FlushQueue.executionTimeAvgNs,1775846858291000000,1775846918337000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1775846858291000000,1775846918337000000,0.0
FlushQueue.queueSizeAvg,1775846858291000000,1775846918337000000,0.0
FlushQueue.executionTimeMaxNs,1775846858291000000,1775846918337000000,0
FlushQueue.waitingTime90PNs,1775846858291000000,1775846918337000000,0
FlushQueue.tasksExecuted,1775846858291000000,1775846918337000000,0
AWTEventQueue.dispatchTimeMaxNs,1775846858291000000,1775846918337000000,0
FlushQueue.queueSizeMax,1775846858291000000,1775846918337000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1775846858291000000,1775846918337000000,0
Indexing.writesQueuedMin,1775846858291000000,1775846918337000000,9223372036854775807
Indexing.totalTimeIndexersSleptMs,1775846858291000000,1775846918337000000,0
Indexing.cache.totalCacheAccesses,1775846858291000000,1775846918337000000,0
Indexing.writer_4.totalTimeSpentWritingMs,1775846858291000000,1775846918337000000,0
Indexing.cache.totalCacheEvicted,1775846858291000000,1775846918337000000,0
Indexing.writer_5.totalTimeSpentWritingMs,1775846858291000000,1775846918337000000,0
