# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageFastCacheHits,1775859631767000000,1775859692106000000,4407
StreamlinedBlobStorage.recordsDeleted,1775859631767000000,1775859692106000000,4
StreamlinedBlobStorage.recordsAllocated,1775859631767000000,1775859692106000000,31325
FilePageCache.pageLoads,1775859631767000000,1775859692106000000,224
StorageLockContext.competingThreads.avg,1775859631767000000,1775859692106000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1775859631767000000,1775859692106000000,229654528
FilePageCache.capacityInBytes,1775859631767000000,1775859692106000000,629145600
StorageLockContext.competingThreads.90P,1775859631767000000,1775859692106000000,0
StreamlinedBlobStorage.recordsRelocated,1775859631767000000,1775859692106000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1775859631767000000,1775859692106000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1775859631767000000,1775859692106000000,434998
FilePageCache.maxRegisteredFiles,1775859631767000000,1775859692106000000,614
DirectByteBufferAllocator.disposed,1775859631767000000,1775859692106000000,0
MappedFileStorage.storages,1775859631767000000,1775859692106000000,6
MappedFileStorage.totalTimeSpentOnMappingUs,1775859631767000000,1775859692106000000,16458
FilePageCache.pageLoadsAboveSizeThreshold,1775859631767000000,1775859692106000000,0
DirectByteBufferAllocator.reclaimed,1775859631767000000,1775859692106000000,3
DirectByteBufferAllocator.hits,1775859631767000000,1775859692106000000,3
FilePageCache.pageHits,1775859631767000000,1775859692106000000,0
FilePageCache.uncachedFileAccess,1775859631767000000,1775859692106000000,124
FileChannelInterruptsRetryer.totalRetriedAttempts,1775859631767000000,1775859692106000000,0
FilePageCache.maxCacheSizeInBytes,1775859631767000000,1775859692106000000,229654528
DirectByteBufferAllocator.misses,1775859631767000000,1775859692106000000,221
StorageLockContext.competingThreads.max,1775859631767000000,1775859692106000000,0
MappedFileStorage.totalBytesMapped,1775859631767000000,1775859692106000000,164626432
MappedFileStorage.totalPagesMapped,1775859631767000000,1775859692106000000,6
FilePageCache.totalPageDisposalsUs,1775859631767000000,1775859692106000000,2500
FilePageCache.disposedBuffers,1775859631767000000,1775859692106000000,3
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1775859631767000000,1775859692106000000,2234520
FilePageCache.totalPageLoadsUs,1775859631767000000,1775859692106000000,933172
cacheStateStorage.set.counter,1775859631767000000,1775859692106000000,1
cacheStateStorage.set.duration,1775859631767000000,1775859692106000000,6
cacheStateStorage.get.duration,1775859631767000000,1775859692106000000,0
cacheStateStorage.get.counter,1775859631767000000,1775859692106000000,5
FlushQueue.executionTimeMaxNs,1775859631767000000,1775859692106000000,0
FlushQueue.queueSizeAvg,1775859631767000000,1775859692106000000,0.0
FlushQueue.waitingTimeAvgNs,1775859631767000000,1775859692106000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1775859631767000000,1775859692106000000,63541
FlushQueue.queueSizeMax,1775859631767000000,1775859692106000000,0
AWTEventQueue.dispatchTimeMaxNs,1775859631767000000,1775859692106000000,0
ReadAction.executionsCount,1775859631767000000,1775859692106000000,65
FlushQueue.queueSize90P,1775859631767000000,1775859692106000000,0
FlushQueue.waitingTimeMaxNs,1775859631767000000,1775859692106000000,0
